,PhraseId,SentenceId,Phrase,Sentiment
27,28,1,"is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .",2
28,29,1,"is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story",2
29,30,1,is also,2
30,31,1,also,2
31,32,1,"good for the gander , some of which occasionally amuses but none of which amounts to much of a story",2
32,33,1,"for the gander , some of which occasionally amuses but none of which amounts to much of a story",2
34,35,1,"the gander ,",2
35,36,1,the gander,2
36,37,1,gander,2
37,38,1,",",2
38,39,1,some of which occasionally amuses but none of which amounts to much of a story,2
39,40,1,some of which,2
40,41,1,some,2
41,42,1,of which,2
42,43,1,which,2
43,44,1,occasionally amuses but none of which amounts to much of a story,2
44,45,1,occasionally,2
45,46,1,amuses but none of which amounts to much of a story,2
48,49,1,but,2
50,51,1,none,2
51,52,1,of which amounts to much of a story,2
52,53,1,which amounts to much of a story,2
53,54,1,amounts to much of a story,2
54,55,1,amounts,2
55,56,1,to much of a story,2
56,57,1,to,2
57,58,1,much of a story,2
58,59,1,much,2
59,60,1,of a story,2
60,61,1,a story,2
61,62,1,story,2
62,63,1,.,2
65,66,2,This,2
68,69,2,quiet,2
72,73,2,introspective,2
73,74,2,and,2
75,76,2,independent,2
78,79,2,is worth,2
79,80,2,worth,2
80,81,2,seeking,2
82,83,3,Even fans of Ismail Merchant 's work,2
83,84,3,Even fans,2
84,85,3,Even,2
86,87,3,of Ismail Merchant 's work,2
87,88,3,Ismail Merchant 's work,2
88,89,3,Ismail Merchant 's,2
89,90,3,Ismail,2
90,91,3,Merchant 's,2
91,92,3,Merchant,2
92,93,3,'s,2
93,94,3,work,2
95,96,3,", I suspect ,",2
96,97,3,"I suspect ,",2
97,98,3,I suspect,2
98,99,3,I,2
99,100,3,suspect,2
102,103,3,would,2
104,105,3,have,2
108,109,3,hard,2
109,110,3,time,2
111,112,3,sitting,2
112,113,3,through this one,2
113,114,3,through,2
114,115,3,this one,2
115,116,3,one,2
124,125,4,combination,2
125,126,4,"of ethnography and all the intrigue , betrayal , deceit and murder",2
126,127,4,"ethnography and all the intrigue , betrayal , deceit and murder",2
127,128,4,ethnography and,2
128,129,4,ethnography,2
129,130,4,"all the intrigue , betrayal , deceit and murder",2
130,131,4,all,2
132,133,4,"intrigue , betrayal , deceit and murder",2
134,135,4,", betrayal , deceit and murder",2
136,137,4,betrayal,2
139,140,4,deceit and,2
142,143,4,of a Shakespearean tragedy or a juicy soap opera,2
143,144,4,a Shakespearean tragedy or a juicy soap opera,2
144,145,4,a Shakespearean tragedy or,2
146,147,4,Shakespearean tragedy,2
147,148,4,Shakespearean,2
149,150,4,or,2
154,155,4,soap,2
155,156,4,opera,2
158,159,5,Aggressive,2
161,162,5,self-glorification,2
164,165,5,manipulative,2
165,166,5,whitewash,2
168,169,6,A comedy-drama,2
169,170,6,comedy-drama,2
171,172,6,nearly epic proportions,2
173,174,6,nearly,2
175,176,6,proportions,2
181,182,6,in,2
185,186,6,performance,2
186,187,6,by the title character undergoing midlife crisis,2
187,188,6,by,2
188,189,6,the title character undergoing midlife crisis,2
189,190,6,the title character,2
190,191,6,title character,2
191,192,6,title,2
192,193,6,character,2
193,194,6,undergoing midlife crisis,2
194,195,6,undergoing,2
196,197,6,midlife,2
197,198,6,crisis,2
199,200,7,Narratively,2
202,203,7,Trouble Every Day,2
204,205,7,Every Day,2
205,206,7,Every,2
206,207,7,Day,2
214,215,8,The Importance,2
216,217,8,"of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",2
218,219,8,Being,2
219,220,8,"Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",2
222,223,8,so thick with wit it plays like a reading from Bartlett 's Familiar Quotations,2
223,224,8,so,2
225,226,8,thick,2
227,228,8,with,2
228,229,8,wit it plays like a reading from Bartlett 's Familiar Quotations,2
229,230,8,wit,2
230,231,8,it plays like a reading from Bartlett 's Familiar Quotations,2
231,232,8,it,2
233,234,8,plays,2
234,235,8,like a reading from Bartlett 's Familiar Quotations,2
235,236,8,like,2
236,237,8,a reading from Bartlett 's Familiar Quotations,2
237,238,8,a reading,2
238,239,8,reading,2
239,240,8,from Bartlett 's Familiar Quotations,2
240,241,8,from,2
241,242,8,Bartlett 's Familiar Quotations,2
242,243,8,Bartlett 's,2
243,244,8,Bartlett,2
244,245,8,Familiar Quotations,2
245,246,8,Familiar,2
246,247,8,Quotations,2
252,253,9,does,2
253,254,9,n't,2
254,255,9,leave you with much,2
255,256,9,leave you,2
257,258,9,you,2
258,259,9,with much,2
262,263,10,could,2
266,267,10,for the same reason,2
267,268,10,the same reason,2
268,269,10,same reason,2
269,270,10,same,2
270,271,10,reason,2
272,273,11,There,2
277,278,11,little to recommend Snow Dogs,2
278,279,11,little,2
279,280,11,to recommend Snow Dogs,2
282,283,11,Snow Dogs,2
283,284,11,Snow,2
284,285,11,Dogs,2
286,287,11,unless,2
287,288,11,one considers cliched dialogue and perverse escapism a source of high hilarity,2
288,289,11,considers cliched dialogue and perverse escapism a source of high hilarity,2
289,290,11,considers,2
295,296,11,dialogue,2
296,297,11,perverse escapism,2
298,299,11,escapism,2
300,301,11,a source,2
301,302,11,source,2
307,308,12,Kung Pow,2
308,309,12,Kung,2
310,311,12,"is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .",2
312,313,12,"is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and",2
313,314,12,"is Oedekerk 's realization of his childhood dream to be in a martial-arts flick ,",2
314,315,12,is Oedekerk 's realization of his childhood dream to be in a martial-arts flick,2
315,316,12,Oedekerk 's realization of his childhood dream to be in a martial-arts flick,2
316,317,12,Oedekerk 's realization of his childhood dream,2
317,318,12,Oedekerk 's realization,2
318,319,12,Oedekerk 's,2
319,320,12,Oedekerk,2
21,22,1,good for the goose,3
22,23,1,good,3
46,47,1,amuses,3
64,65,2,"This quiet , introspective and entertaining independent",3
67,68,2,"quiet , introspective and entertaining",3
69,70,2,", introspective and entertaining",3
70,71,2,introspective and entertaining,3
71,72,2,introspective and,3
76,77,2,is worth seeking .,3
85,86,3,fans,3
116,117,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",3
119,120,4,A positively thrilling combination,3
120,121,4,positively thrilling combination,3
121,122,4,positively,3
122,123,4,thrilling combination,3
133,134,4,intrigue,3
150,151,4,a juicy soap opera,3
151,152,4,juicy soap opera,3
152,153,4,juicy,3
167,168,6,A comedy-drama of nearly epic proportions,3
170,171,6,of nearly epic proportions,3
174,175,6,epic,3
177,178,6,rooted in a sincere performance by the title character undergoing midlife crisis,3
178,179,6,rooted in a sincere performance,3
179,180,6,rooted,3
184,185,6,sincere,3
213,214,8,"The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",3
215,216,8,Importance,3
217,218,8,"Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",3
220,221,8,"Earnest ,",3
221,222,8,Earnest,3
224,225,8,thick with wit it plays like a reading from Bartlett 's Familiar Quotations,3
226,227,8,with wit it plays like a reading from Bartlett 's Familiar Quotations,3
232,233,8,plays like a reading from Bartlett 's Familiar Quotations,3
281,282,11,recommend,3
299,300,11,a source of high hilarity,3
302,303,11,of high hilarity,3
304,305,11,high,3
305,306,11,hilarity,3
309,310,12,Pow,3
326,327,12,dream,3
341,342,12,the dreams of youth,3
356,357,13,are an absolute joy,3
360,361,13,absolute joy,3
363,364,14,Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,3
365,366,14,has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,3
366,367,14,has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,3
368,369,14,something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,3
372,373,14,to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,3
398,399,14,us,3
404,405,14,of good sense,3
405,406,14,good sense,3
407,408,15,"I still like Moonlight Mile , better judgment be damned .",3
408,409,15,"still like Moonlight Mile , better judgment be damned .",3
423,424,16,"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",3
424,425,16,A welcome relief from baseball movies that try too hard to be mythic,3
425,426,16,A welcome relief,3
426,427,16,welcome relief,3
443,444,16,", this one is a sweet and modest and ultimately winning story .",3
446,447,16,is a sweet and modest and ultimately winning story,3
447,448,16,a sweet and modest and ultimately winning story,3
448,449,16,a sweet and modest and,3
450,451,16,sweet and modest,3
451,452,16,sweet and,3
453,454,16,modest,3
456,457,16,winning story,3
457,458,16,winning,3
458,459,17,"a bilingual charmer , just like the woman who inspired it",3
459,460,17,"a bilingual charmer ,",3
460,461,17,a bilingual charmer,3
461,462,17,bilingual charmer,3
463,464,17,charmer,3
472,473,17,inspired,3
474,475,18,Like a less dizzily gorgeous companion to Mr.,3
482,483,18,gorgeous,3
483,484,18,companion,3
491,492,18,In the Mood for Love -- very much a Hong Kong movie,3
493,494,18,the Mood,3
496,497,18,Love -- very much a Hong Kong movie,3
498,499,18,Love --,3
511,512,18,its mainland setting,3
531,532,19,The Wild Wild West,3
533,534,19,Wild,3
553,554,21,"indie of the year , so far .",3
555,556,21,"indie of the year ,",3
556,557,21,indie of the year,3
563,564,22,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",3
564,565,22,"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3
579,580,22,"in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",3
602,603,22,a case study that exists apart from all the movie 's political ramifications,3
638,639,23,defend himself,3
662,663,24,occurs about 7 times during Windtalkers is a good indication of how serious-minded the film is,3
673,674,24,is a good indication of how serious-minded the film is,3
674,675,24,a good indication of how serious-minded the film is,3
675,676,24,a good indication,3
676,677,24,good indication,3
679,680,24,how serious-minded the film is,3
682,683,24,serious-minded the film,3
690,691,25,is romantic comedy boilerplate from start to finish,3
696,697,25,comedy,3
711,712,26,"an impeccable pedigree , mongrel pep",3
712,713,26,"impeccable pedigree , mongrel pep",3
742,743,28,While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles,3
744,745,28,The Importance of Being Earnest offers opportunities for occasional smiles and chuckles,3
745,746,28,The Importance of Being Earnest,3
749,750,28,offers opportunities for occasional smiles and,3
750,751,28,offers opportunities for occasional smiles,3
754,755,28,for occasional smiles,3
755,756,28,occasional smiles,3
765,766,28,give,3
773,774,28,theater,3
777,778,28,Wilde 's wit and,3
800,801,29,appropriate,3
804,805,29,Arthur Schnitzler 's Reigen,3
811,812,30,"More vaudeville show than well-constructed narrative , but on those terms it 's inoffensive and actually rather sweet",3
817,818,30,show than well-constructed narrative,3
819,820,30,than well-constructed narrative,3
822,823,30,well-constructed,3
824,825,30,on those terms it 's inoffensive and actually rather sweet,3
830,831,30,it 's inoffensive and actually rather sweet,3
831,832,30,'s inoffensive and actually rather sweet,3
832,833,30,inoffensive and actually rather sweet,3
837,838,30,rather sweet,3
841,842,31,more than a run-of-the-mill action,3
872,873,32,poetry,3
878,879,32,sounding,3
883,884,33,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and",3
885,886,33,Ice Age is the first computer-generated feature cartoon to feel like other movies,3
889,890,33,is the first computer-generated feature cartoon to feel like other movies,3
892,893,33,first computer-generated feature cartoon,3
899,900,33,to feel like other movies,3
942,943,34,considerable,3
950,951,35,"followed the runaway success of his first film , The Full Monty ,",3
954,955,35,runaway success,3
956,957,35,success,3
965,966,35,Full,3
968,969,35,something different,3
982,983,36,easily,3
995,996,36,heroes,3
1014,1015,37,interested in entertaining itself,3
1015,1016,37,interested,3
1017,1018,37,entertaining itself,3
1020,1021,37,in amusing us,3
1021,1022,37,amusing us,3
1025,1026,38,The movie 's progression,3
1038,1039,38,new,3
1050,1051,39,"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .",3
1053,1054,39,Do n't judge this one too soon,3
1063,1064,39,"it 's a dark , gritty story but",3
1065,1066,39,"'s a dark , gritty story",3
1071,1072,39,gritty,3
1072,1073,39,it takes off in totally unexpected directions and keeps on going,3
1074,1075,39,takes off in totally unexpected directions and,3
1075,1076,39,takes off in totally unexpected directions,3
1079,1080,39,totally unexpected directions,3
1087,1088,40,So could young romantics out on a date .,3
1089,1090,40,could young romantics out on a date,3
1093,1094,40,romantics,3
1097,1098,40,a date,3
1101,1102,41,"Tartakovsky 's team has some freakish powers of visual charm , but",3
1102,1103,41,"Tartakovsky 's team has some freakish powers of visual charm ,",3
1103,1104,41,Tartakovsky 's team has some freakish powers of visual charm,3
1107,1108,41,team,3
1108,1109,41,has some freakish powers of visual charm,3
1112,1113,41,freakish,3
1114,1115,41,of visual charm,3
1115,1116,41,visual charm,3
1117,1118,41,charm,3
1119,1120,41,the five writers,3
1134,1135,42,Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .,3
1138,1139,42,is right at home in this French shocker playing his usual bad boy weirdo role .,3
1139,1140,42,is right at home in this French shocker playing his usual bad boy weirdo role,3
1141,1142,42,right at home in this French shocker,3
1142,1143,42,right at home,3
1143,1144,42,right,3
1149,1150,42,French shocker,3
1172,1173,43,goal,3
1185,1186,43,works spectacularly well ...,3
1186,1187,43,works spectacularly well,3
1190,1191,43,well,3
1193,1194,43,A shiver-inducing,3
1194,1195,43,shiver-inducing,3
1204,1205,44,has about 25 minutes of decent material .,3
1212,1213,44,decent material,3
1213,1214,44,decent,3
1224,1225,46,Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .,3
1225,1226,46,the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .,3
1227,1228,46,the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling,3
1228,1229,46,the sensational true-crime,3
1236,1237,46,might like and more experimental in its storytelling,3
1240,1241,46,more experimental in its storytelling,3
1241,1242,46,more experimental,3
1256,1257,46,-RRB-,3
1257,1258,47,As tricky and satisfying as any of David Mamet 's airless cinematic shell games .,3
1258,1259,47,As tricky and satisfying as any of David,3
1259,1260,47,tricky and satisfying as any of David,3
1260,1261,47,tricky and satisfying,3
1269,1270,47,Mamet 's airless cinematic shell games .,3
1276,1277,47,cinematic,3
1294,1295,48,disagree,3
63,64,2,"This quiet , introspective and entertaining independent is worth seeking .",4
66,67,2,"quiet , introspective and entertaining independent",4
74,75,2,entertaining,4
77,78,2,is worth seeking,4
117,118,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera",4
118,119,4,"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder",4
123,124,4,thrilling,4
166,167,6,A comedy-drama of nearly epic proportions rooted in a sincere performance by the title character undergoing midlife crisis .,4
172,173,6,nearly epic,4
176,177,6,rooted in a sincere performance by the title character undergoing midlife crisis .,4
180,181,6,in a sincere performance,4
182,183,6,a sincere performance,4
183,184,6,sincere performance,4
280,281,11,recommend Snow Dogs,4
303,304,11,high hilarity,4
352,353,13,The performances are an absolute joy .,4
355,356,13,are an absolute joy .,4
358,359,13,an absolute joy,4
362,363,13,joy,4
384,385,14,extravagant,4
419,420,15,better,4
444,445,16,this one is a sweet and modest and ultimately winning story .,4
445,446,16,is a sweet and modest and ultimately winning story .,4
449,450,16,a sweet and modest,4
452,453,16,sweet,4
454,455,16,ultimately winning story,4
480,481,18,dizzily gorgeous,4
497,498,18,Love -- very much,4
499,500,18,Love,4
551,552,21,"Best indie of the year , so far .",4
552,553,21,Best,4
554,555,21,"indie of the year , so far",4
713,714,26,impeccable,4
821,822,30,well-constructed narrative,4
890,891,33,the first computer-generated feature cartoon to feel like other movies,4
952,953,35,"the runaway success of his first film , The Full Monty ,",4
953,954,35,the runaway success,4
1022,1023,37,amusing,4
1091,1092,40,young romantics,4
1164,1165,43,"If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",4
1179,1180,43,", then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",4
1180,1181,43,"then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",4
1182,1183,43,"They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",4
1183,1184,43,"works spectacularly well ... A shiver-inducing , nerve-rattling ride .",4
1184,1185,43,"works spectacularly well ... A shiver-inducing , nerve-rattling ride",4
1188,1189,43,spectacularly well,4
1189,1190,43,spectacularly,4
1226,1227,46,the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB-,4
1229,1230,46,sensational true-crime,4
1230,1231,46,sensational,4
1263,1264,47,satisfying,4
1304,1305,49,Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,4
1306,1307,49,has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,4
1308,1309,49,tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers,4
1317,1318,49,drawn engaging characters,4
1320,1321,49,engaging,4
1330,1331,49,memorable,4
1332,1333,50,"Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .",4
1336,1337,50,"has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .",4
1337,1338,50,"has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made",4
1338,1339,50,"the grace to call for prevention rather than to place blame , making it one of the best war movies ever made",4
1339,1340,50,"grace to call for prevention rather than to place blame , making it one of the best war movies ever made",4
1341,1342,50,"to call for prevention rather than to place blame , making it one of the best war movies ever made",4
1342,1343,50,"call for prevention rather than to place blame , making it one of the best war movies ever made",4
1355,1356,50,making it one of the best war movies ever made,4
1357,1358,50,it one of the best war movies ever made,4
1358,1359,50,one of the best war movies ever made,4
1359,1360,50,of the best war movies ever made,4
1360,1361,50,the best war movies ever made,4
1362,1363,50,best war movies,4
1505,1506,55,"Perhaps it 's cliche to call the film ` refreshing , ' but it is .",4
1506,1507,55,"Perhaps it 's cliche to call the film ` refreshing , ' but it is",4
1519,1520,55,` refreshing,4
1522,1523,56,Both lead performances are Oscar-size .,4
1623,1624,60,a smart new comedy,4
1624,1625,60,smart new comedy,4
1625,1626,60,smart,4
1745,1746,65,impressed,4
1752,1753,65,good fun,4
1753,1754,65,fun,4
1798,1799,67,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .",4
1799,1800,67,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic",4
1800,1801,67,"A smart , provocative drama that does the nearly impossible :",4
1801,1802,67,"A smart , provocative drama that does the nearly impossible",4
1803,1804,67,"smart , provocative drama",4
1805,1806,67,provocative drama,4
1809,1810,67,does the nearly impossible,4
1886,1887,70,very funny,4
1942,1943,72,has made a movie that will leave you wondering about the characters ' lives after the clever credits roll,4
1943,1944,72,made a movie that will leave you wondering about the characters ' lives after the clever credits roll,4
1950,1951,72,you wondering about the characters ' lives after the clever credits roll,4
1961,1962,72,clever,4
2073,2074,79,This is a heartfelt story,4
2076,2077,79,heartfelt story,4
2086,2087,80,"An unsettling , memorable cinematic experience that does its predecessors proud .",4
2087,2088,80,"An unsettling , memorable cinematic experience that",4
2091,2092,80,", memorable cinematic experience",4
2096,2097,80,does its predecessors proud,4
2100,2101,80,proud,4
2105,2106,81,it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .,4
2108,2109,81,a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,4
2112,2113,81,pretty,4
2114,2115,81,of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,4
2115,2116,81,a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,4
2220,2221,84,"Inventive , fun",4
2226,2227,84,sexy,4
2234,2235,85,"Tells a fascinating , compelling story .",4
2237,2238,85,"a fascinating , compelling story",4
2238,2239,85,"fascinating , compelling story",4
2273,2274,87,"Highly recommended viewing for its courage , ideas , technical proficiency and great acting .",4
2276,2277,87,"recommended viewing for its courage , ideas , technical proficiency and great acting",4
2277,2278,87,recommended,4
2280,2281,87,"for its courage , ideas , technical proficiency and great acting",4
2281,2282,87,"its courage , ideas , technical proficiency and great acting",4
2293,2294,87,great acting,4
2294,2295,87,great,4
2296,2297,88,"In IMAX in short , it 's just as wonderful on the big screen .",4
2304,2305,88,'s just as wonderful on the big screen .,4
2307,2308,88,as wonderful on the big screen,4
2308,2309,88,wonderful on the big screen,4
2412,2413,92,enjoy,4
2436,2437,93,pleasure,4
2503,2504,96,"Invigorating , surreal , and resonant with a rainbow of emotion .",4
2504,2505,96,"Invigorating , surreal , and resonant with a rainbow of emotion",4
2505,2506,96,"Invigorating , surreal , and resonant with a rainbow",4
2587,2588,99,a particularly good film,4
2588,2589,99,particularly good film,4
2589,2590,99,particularly good,4
2657,2658,102,surprisingly ` solid ' achievement,4
2776,2777,107,"One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .",4
2782,2783,107,"'s most thoughtful films about art , ethics , and the cost of moral compromise .",4
2783,2784,107,"'s most thoughtful films about art , ethics , and the cost of moral compromise",4
2787,2788,107,thoughtful,4
2840,2841,109,Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,4
2845,2846,109,triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,4
2847,2848,109,returns to narrative filmmaking with a visually masterful work of quiet power .,4
2848,2849,109,returns to narrative filmmaking with a visually masterful work of quiet power,4
2851,2852,109,narrative filmmaking with a visually masterful work of quiet power,4
2852,2853,109,filmmaking with a visually masterful work of quiet power,4
2854,2855,109,with a visually masterful work of quiet power,4
2855,2856,109,a visually masterful work of quiet power,4
2856,2857,109,a visually masterful work,4
2857,2858,109,visually masterful work,4
2858,2859,109,visually masterful,4
2860,2861,109,masterful,4
2879,2880,110,Masterpiece,4
3039,3040,114,a stirring visual sequence,4
3054,3055,114,a leap from pinnacle to pinnacle,4
3100,3101,117,delivers a perfect performance that captures the innocence and budding demons within a wallflower .,4
3101,3102,117,delivers a perfect performance that captures the innocence and budding demons within a wallflower,4
3103,3104,117,a perfect performance that captures the innocence and budding demons within a wallflower,4
3104,3105,117,a perfect performance,4
3105,3106,117,perfect performance,4
3106,3107,117,perfect,4
3122,3123,118,"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",4
3137,3138,118,"an evanescent , seamless and sumptuous stream of consciousness",4
3152,3153,119,"The filmmakers want nothing else than to show us a good time , and",4
3182,3183,120,Mr. Polanski is in his element here :,4
3187,3188,120,is in his element,4
3225,3226,121,"`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",4
3226,3227,121,"Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",4
3228,3229,121,"is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",4
3229,3230,121,"is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff",4
3230,3231,121,is better than any summer blockbuster,4
3231,3232,121,better than any summer blockbuster,4
3248,3249,121,"hopefully , sets the tone for a summer of good stuff",4
3286,3287,124,prove more potent and riveting than the unlikely story of Sarah and Harrison,4
3290,3291,124,potent and riveting,4
3293,3294,124,riveting,4
3305,3306,125,"Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",4
3322,3323,125,honest,4
3334,3335,125,"pat storylines , precious circumstances and beautiful stars",4
3344,3345,125,beautiful,4
3356,3357,126,"it 's still a sweet , even delectable diversion .",4
3358,3359,126,"'s still a sweet , even delectable diversion",4
3362,3363,126,"sweet , even delectable",4
3365,3366,126,delectable,4
3367,3368,127,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",4
3368,3369,127,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause",4
3373,3374,127,thoughtful and surprisingly affecting,4
3391,3392,127,powerful,4
3474,3475,129,brilliant,4
3492,3493,130,"A triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4
3493,3494,130,"A triumph , a film that hews out a world and carries us effortlessly from darkness to light",4
3495,3496,130,A triumph,4
3497,3498,130,a film that hews out a world and carries us effortlessly from darkness to light,4
3529,3530,132,"A fascinating , dark thriller that keeps you",4
3629,3630,136,One of the year 's most weirdly engaging and unpredictable character pieces .,4
3642,3643,137,Intriguing and downright intoxicating .,4
3643,3644,137,Intriguing and downright intoxicating,4
3646,3647,137,downright intoxicating,4
3671,3672,138,fresh,4
3708,3709,140,Sleek and arty,4
3737,3738,142,'s face is -RRB- an amazing slapstick instrument,4
3743,3744,142,an amazing slapstick,4
3744,3745,142,amazing slapstick,4
3745,3746,142,amazing,4
3847,3848,147,"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",4
3866,3867,147,gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game,4
3993,3994,151,Spielberg 's realization of a near-future America is masterful .,4
